Geneid	Length
ENSMUSG00000084386	242
ENSMUSG00000123340	287
ENSMUSG00000106873	715
ENSMUSG00000123300	1051
ENSMUSG000000537684	2905
ENSMUSG00000123425	277
ENSMUSG00000085847	3261
ENSMUSG00000106676	2996
ENSMUSG00000087777	104
ENSMUSG00000140382	2353
ENSMUSG00000082217	772
ENSMUSG000000297638	12640
ENSMUSG00000083728	1679
ENSMUSG00000107358	1612
ENSMUSG00000107103	2128
ENSMUSG00000087441	3274
ENSMUSG00000137817	1788
ENSMUSG00000130463	1286
ENSMUSG000000562155	12075
ENSMUSG00000087356	1750
ENSMUSG000000189995	9177
ENSMUSG00000087613	8009
ENSMUSG00000128496	415
ENSMUSG00000086762	4608
ENSMUSG00000137628	316
ENSMUSG000000016429	8384
ENSMUSG00000132584	702
ENSMUSG00000029762	1499
ENSMUSG00000143756	787
ENSMUSG00000081991	1423
ENSMUSG00000081196	671
ENSMUSG000000617584	3535
ENSMUSG00000052131	1281
ENSMUSG00000121733	4941
ENSMUSG00000084965	173
ENSMUSG00000125546	625
ENSMUSG00000038871	3588
ENSMUSG00000130577	1498
ENSMUSG00000085187	1383
ENSMUSG00000127699	504
ENSMUSG000000297617	12041
ENSMUSG00000127743	874
ENSMUSG00000085382	711
ENSMUSG00000060411	235
ENSMUSG00000086834	371
ENSMUSG00000137366	358
ENSMUSG00000137329	810
ENSMUSG000000388366	11206
ENSMUSG00000082920	785
ENSMUSG00000082118	197
ENSMUSG00000082446	602
ENSMUSG00000138948	539
ENSMUSG00000106707	1233
ENSMUSG00000138992	468
ENSMUSG000000571370	5853
ENSMUSG000000468064	4269
ENSMUSG000000584862	4652
ENSMUSG000000298482	1803
ENSMUSG000000298474	3630
ENSMUSG00000133783	2377
ENSMUSG00000133822	988
ENSMUSG000000387844	9779
ENSMUSG00000120052	4701
ENSMUSG000000387597	9306
ENSMUSG00000123845	879
ENSMUSG00000087808	156
ENSMUSG00000120276	2132
ENSMUSG00000138729	563
ENSMUSG000000731553	2784
ENSMUSG00000029843	4528
ENSMUSG00000138649	1329
ENSMUSG00000047420	1606
ENSMUSG00000107341	1281
ENSMUSG00000140209	1281
ENSMUSG00000140247	762
ENSMUSG00000140284	701
ENSMUSG00000141113	500
ENSMUSG00000029840	3960
ENSMUSG00002075316	96
ENSMUSG00000141074	845
ENSMUSG00000107110	760
ENSMUSG00000140942	268
ENSMUSG00000128953	1255
ENSMUSG00000107145	414
ENSMUSG00000077246	135
ENSMUSG00000139853	220
ENSMUSG00000107089	2393
ENSMUSG00000140608	994
ENSMUSG00000130564	973
ENSMUSG000000731543	11082
ENSMUSG000000456130	6053
ENSMUSG00000070075	84
ENSMUSG00000106817	205
ENSMUSG00000106872	429
ENSMUSG00002075886	147
ENSMUSG000000298382	3433
ENSMUSG000000386656	6242
ENSMUSG00000029837	1545
ENSMUSG00000107310	788
ENSMUSG00000121741	3039
ENSMUSG00000132659	406
ENSMUSG00000126222	526
ENSMUSG00000038648	7283
ENSMUSG00000122817	609
ENSMUSG00000120046	1802
ENSMUSG00000133378	1805
ENSMUSG00000143939	870
ENSMUSG00000135028	813
ENSMUSG000000386413	2893
ENSMUSG00000106889	547
ENSMUSG00000131942	852
ENSMUSG00000107035	957
ENSMUSG00000125926	1160
ENSMUSG00000080242	465
ENSMUSG00000128744	430
ENSMUSG00000128421	817
ENSMUSG00000106853	725
ENSMUSG000000298338	8521
ENSMUSG000000298306	5814
ENSMUSG000000386003	4973
ENSMUSG00000029829	631
ENSMUSG00000087924	104
ENSMUSG00000142725	495
ENSMUSG000000634557	13450
ENSMUSG00000107026	424
ENSMUSG00000047749	6536
ENSMUSG00000122094	480
ENSMUSG000000298265	6518
ENSMUSG00000106836	459
ENSMUSG00000057696	348
ENSMUSG000000568325	4673
ENSMUSG00000089905	423
ENSMUSG00000130996	1762
ENSMUSG000000385388	21438
ENSMUSG00000098285	69
ENSMUSG00000019689	689
ENSMUSG00000139726	693
ENSMUSG00000081670	2902
ENSMUSG00000139762	769
ENSMUSG00000120919	528
ENSMUSG000000298237	12084
ENSMUSG00000071537	3422
ENSMUSG00000079598	1499
ENSMUSG00000120732	2736
ENSMUSG00000124710	2479
ENSMUSG000000614366	8836
ENSMUSG00000124556	2240
ENSMUSG00000124745	386
ENSMUSG000000299254	9094
ENSMUSG00000106737	2325
ENSMUSG00000124627	2898
ENSMUSG00000077339	126
ENSMUSG00000124584	439
ENSMUSG00000100121	1750
ENSMUSG00000038507	3995
ENSMUSG00000073144	2314
ENSMUSG00000106976	1217
ENSMUSG00000042599	10057
ENSMUSG00000131074	1204
ENSMUSG00000115026	544
ENSMUSG00000107365	529
ENSMUSG00000132135	1331
ENSMUSG00000126316	640
ENSMUSG00000132500	1340
ENSMUSG00000089422	99
ENSMUSG00000132538	522
ENSMUSG000000299243	5409
ENSMUSG00000029923	1575
ENSMUSG000000299226	4439
ENSMUSG00000068601	1446
ENSMUSG00000064900	131
ENSMUSG00000127499	611
ENSMUSG00000136947	497
ENSMUSG000000384560	7229
ENSMUSG00000134251	1236
ENSMUSG00000085058	2805
ENSMUSG00000136617	350
ENSMUSG000000469473	3950
ENSMUSG00000086582	2214
ENSMUSG00000107071	634
ENSMUSG000000024164	5628
ENSMUSG000000024136	13862
ENSMUSG00000091313	516
ENSMUSG00000123740	783
ENSMUSG00000137602	489
ENSMUSG000000299180	1667
ENSMUSG00000106936	574
ENSMUSG00000106827	1084
ENSMUSG00000132801	647
ENSMUSG00000057716	11539
ENSMUSG00000097406	440
ENSMUSG00000128960	1239
ENSMUSG00000103331	1714
ENSMUSG00000102623	2451
ENSMUSG00000133636	656
ENSMUSG00000097563	1924
ENSMUSG00000144001	533
ENSMUSG00000097484	4363
ENSMUSG00000143962	533
ENSMUSG00000102287	2827
ENSMUSG000000299162	11392
ENSMUSG000000371725	7811
ENSMUSG000000371592	3140
ENSMUSG00000136849	372
ENSMUSG000000299115	8360
ENSMUSG00000052850	1073
ENSMUSG00000037140	1013
ENSMUSG00000029909	1123
ENSMUSG00000107359	412
ENSMUSG00000068259	4292
ENSMUSG00000045514	3371
ENSMUSG000000299155	3840
ENSMUSG00000058250	996
ENSMUSG000000685871	12094
ENSMUSG00000102802	8050
ENSMUSG00000029885	1860
ENSMUSG00000104084	1343
ENSMUSG00000076461	417
ENSMUSG00000051936	979
ENSMUSG000000298833	1844
ENSMUSG00000063252	743
ENSMUSG00000101629	298
ENSMUSG00000094808	882
ENSMUSG00000096525	862
ENSMUSG00000104408	188
ENSMUSG00000104105	387
ENSMUSG00000103157	381
ENSMUSG00000029882	2142
ENSMUSG00000076462	560
ENSMUSG00000076463	455
ENSMUSG00000103586	3169
ENSMUSG00000107486	393
ENSMUSG00000076465	368
ENSMUSG00000103807	276
ENSMUSG00000102622	402
ENSMUSG00000103833	620
ENSMUSG00000102821	285
ENSMUSG00000104198	290
ENSMUSG00000091671	289
ENSMUSG00000102903	260
ENSMUSG00000095574	389
ENSMUSG00000076467	366
ENSMUSG00000094525	385
ENSMUSG00000139180	515
ENSMUSG00000076469	340
ENSMUSG00000102327	372
ENSMUSG00000076470	340
ENSMUSG00000076471	368
ENSMUSG00000076472	370
ENSMUSG00000076473	398
ENSMUSG00000076474	374
ENSMUSG00000102409	294
ENSMUSG00000076475	566
ENSMUSG00000076476	335
ENSMUSG00000076477	381
ENSMUSG00000102988	291
ENSMUSG00000076478	347
ENSMUSG00000102955	347
ENSMUSG00000104473	273
ENSMUSG00000076479	367
ENSMUSG00000103042	444
ENSMUSG00000104254	277
ENSMUSG00000104326	264
ENSMUSG00000076480	353
ENSMUSG00000076481	335
ENSMUSG00000054106	801
ENSMUSG00000103797	563
ENSMUSG000000369388	902
ENSMUSG00000071521	860
ENSMUSG00000071519	822
ENSMUSG00000058119	798
ENSMUSG00000103397	237
ENSMUSG00000059014	698
ENSMUSG00000071517	876
ENSMUSG00000062751	805
ENSMUSG00000102221	568
ENSMUSG00000104513	447
ENSMUSG00000102616	376
ENSMUSG00000103699	540
ENSMUSG00000142362	302
ENSMUSG00000057163	815
ENSMUSG00000095668	12
ENSMUSG00000076483	48
ENSMUSG00000076484	48
ENSMUSG00000076485	50
ENSMUSG00000076486	51
ENSMUSG00000076487	50
ENSMUSG00000076488	53
ENSMUSG00000076489	46
ENSMUSG00000076490	737
ENSMUSG00000142397	290
ENSMUSG00000094569	14
ENSMUSG00000076492	50
ENSMUSG00000142281	668
ENSMUSG00000076493	51
ENSMUSG00000076494	49
ENSMUSG00000076495	49
ENSMUSG00000076496	49
ENSMUSG00000142244	698
ENSMUSG00000090818	48
ENSMUSG00000076497	47
ENSMUSG00000142320	613
ENSMUSG00000076498	692
ENSMUSG00000120647	1472
ENSMUSG00000144139	688
ENSMUSG00000076499	416
ENSMUSG00000098970	62
ENSMUSG00000029869	3773
ENSMUSG000000298685	3936
ENSMUSG000000368991	3243
ENSMUSG00000029867	741
ENSMUSG000000298664	2773
ENSMUSG00000103788	3547
ENSMUSG00000045479	3870
ENSMUSG000000584990	2388
ENSMUSG000000141043	1208
ENSMUSG00000029865	615
ENSMUSG00000062833	550
ENSMUSG000000232892	651
ENSMUSG00000121626	849
ENSMUSG00000107543	360
ENSMUSG00000047102	960
ENSMUSG00000051917	960
ENSMUSG00000029864	1469
ENSMUSG00000071506	2597
ENSMUSG000000298634	7057
ENSMUSG00002075822	78
ENSMUSG000000298627	5428
ENSMUSG000000298618	4104
ENSMUSG00000108033	3444
ENSMUSG00002076678	107
ENSMUSG00000131185	673
ENSMUSG000000298607	5390
ENSMUSG00000029859	3928
ENSMUSG00000101268	2398
ENSMUSG00000046652	882
ENSMUSG00000056203	1093
ENSMUSG00000048284	930
ENSMUSG00000108150	142
ENSMUSG00000068574	1799
ENSMUSG00000091983	4404
ENSMUSG00000090631	1052
ENSMUSG00000078177	798
ENSMUSG00000071494	4054
ENSMUSG00000018656	3692
ENSMUSG00000029851	4778
ENSMUSG000000366675	9638
ENSMUSG00000107986	348
ENSMUSG00000107416	432
ENSMUSG00000107650	166
ENSMUSG00000095831	3082
ENSMUSG00000107818	64
ENSMUSG00000095236	2782
ENSMUSG00000065034	108
ENSMUSG00000094192	2813
ENSMUSG00000108058	936
ENSMUSG00000054431	1899
ENSMUSG00002075492	106
ENSMUSG000000491680	2024
ENSMUSG00000043119	3103
ENSMUSG00000045708	3185
ENSMUSG00000073111	4399
ENSMUSG00000108157	314
ENSMUSG00000073110	1473
ENSMUSG00000121299	1617
ENSMUSG00000076500	359
ENSMUSG00000091386	915
ENSMUSG00000108193	316
ENSMUSG00000094669	2402
ENSMUSG00000107889	917
ENSMUSG00000108149	307
ENSMUSG00000094200	4225
ENSMUSG00000124312	332
ENSMUSG00000136977	949
ENSMUSG00000071481	2953
ENSMUSG00000043605	3709
ENSMUSG00000107469	284
ENSMUSG00000048693	2491
ENSMUSG00000096158	423
ENSMUSG00000059411	1346
ENSMUSG00000061210	1631
ENSMUSG00000108190	1347
ENSMUSG000000335424	9977
ENSMUSG00000107861	628
ENSMUSG000000297366	2012
ENSMUSG00000143178	662
ENSMUSG000000297358	4603
ENSMUSG00000084325	1748
ENSMUSG00000120319	1425
ENSMUSG00000107709	3758
ENSMUSG00000136135	398
ENSMUSG00000136170	638
ENSMUSG00000107465	746
ENSMUSG00000107920	781
ENSMUSG00000077146	131
ENSMUSG00000125890	711
ENSMUSG00000107598	1534
ENSMUSG00000138999	3137
ENSMUSG00000125297	862
ENSMUSG00000126452	601
ENSMUSG00000107953	145
ENSMUSG00000107845	897
ENSMUSG00000107904	703
ENSMUSG000000394198	10248
ENSMUSG00000107729	1229
ENSMUSG00000107858	3760
ENSMUSG00000108070	2213
ENSMUSG00000107643	2542
ENSMUSG00000108146	3681
ENSMUSG00000107779	2798
ENSMUSG00000108008	1405
ENSMUSG00000107414	1263
ENSMUSG00000107433	2264
ENSMUSG00000108123	559
ENSMUSG00000107886	2162
ENSMUSG00000108055	3229
ENSMUSG00000107515	2386
ENSMUSG00002076345	304
ENSMUSG00000107913	1955
ENSMUSG00000107606	3938
ENSMUSG00000107571	2238
ENSMUSG00000107782	2587
ENSMUSG00000108189	3186
ENSMUSG00000107712	4369
ENSMUSG00000107442	2530
ENSMUSG00000089538	132
ENSMUSG00000107454	2475
ENSMUSG00000079575	1441
ENSMUSG00000107725	991
ENSMUSG00000107532	448
ENSMUSG00000108217	3750
ENSMUSG00000136504	587
ENSMUSG00000107952	1134
ENSMUSG00000138033	5119
ENSMUSG00000137997	2994
ENSMUSG00000141663	467
ENSMUSG00000121931	198
ENSMUSG00000121932	612
ENSMUSG00000107853	964
ENSMUSG00000127247	706
ENSMUSG000000296866	4040
ENSMUSG000000296877	6678
ENSMUSG00000107628	190
ENSMUSG00000125575	2792
ENSMUSG00000108180	1583
ENSMUSG00000087897	77
ENSMUSG00000122887	2094
ENSMUSG00000126201	863
ENSMUSG00000126238	230
ENSMUSG00000129934	787
ENSMUSG00000129975	94
ENSMUSG00000064945	102
ENSMUSG00000097255	379
ENSMUSG00000065701	112
ENSMUSG00000138036	111
ENSMUSG00000122715	1753
ENSMUSG000000258230	2399
ENSMUSG00000076060	77
ENSMUSG00000094557	333
ENSMUSG00000051499	5421
ENSMUSG000000625194	11758
ENSMUSG00000107604	396
ENSMUSG000000258210	7663
ENSMUSG00000052763	3002
ENSMUSG00000137908	1178
ENSMUSG00000121486	6886
ENSMUSG000000726537	1479
ENSMUSG000000454669	2968
ENSMUSG00000107824	874
ENSMUSG00000126034	283
ENSMUSG00000123026	446
ENSMUSG000000714771	3588
ENSMUSG00000108101	233
ENSMUSG00002075679	93
ENSMUSG00000057691	8041
ENSMUSG00000142113	266
ENSMUSG00000124370	405
ENSMUSG00000097434	4871
ENSMUSG00000126537	2625
ENSMUSG00000127076	2586
ENSMUSG00000092888	200
ENSMUSG00000107875	3494
ENSMUSG00000108275	871
ENSMUSG000000428105	14064
ENSMUSG00002076877	74
ENSMUSG000000685513	4255
ENSMUSG000000297975	15732
ENSMUSG00000121879	9134
ENSMUSG00000107476	3551
ENSMUSG00000132897	1967
ENSMUSG00000095526	333
ENSMUSG000000442110	537
ENSMUSG00000097716	1022
ENSMUSG00000039347	2381
ENSMUSG00000132828	1258
ENSMUSG00000133018	770
ENSMUSG000000730962	2913
ENSMUSG00000118619	1773
ENSMUSG00000009281	2656
ENSMUSG00000052730	1140
ENSMUSG00000107588	369
ENSMUSG000000527517	3975
ENSMUSG00000107789	434
ENSMUSG00000007216	4244
ENSMUSG00000132932	1173
ENSMUSG00000107640	946
ENSMUSG000000532975	4306
ENSMUSG00000064262	3700
ENSMUSG00000129311	1477
ENSMUSG00000108117	372
ENSMUSG00000051124	1642
ENSMUSG000000544357	1837
ENSMUSG00000123945	953
ENSMUSG000000478672	3496
ENSMUSG00000098715	989
ENSMUSG000000439311	2325
ENSMUSG00000044867	3619
ENSMUSG00000090019	3073
ENSMUSG00000043505	4149
ENSMUSG00000108298	1195
ENSMUSG00000107481	1031
ENSMUSG000000392640	2577
ENSMUSG00000108130	3066
ENSMUSG00000107574	891
ENSMUSG00000122570	404
ENSMUSG000000298106	2371
ENSMUSG000000233675	3810
ENSMUSG00000107597	1643
ENSMUSG00000108084	2733
ENSMUSG000000298115	3256
ENSMUSG00000029813	2485
ENSMUSG00000089335	130
ENSMUSG00000068537	330
ENSMUSG00000107943	484
ENSMUSG00000107656	1005
ENSMUSG00000107692	1246
ENSMUSG000000685362	2733
ENSMUSG00000108017	1090
ENSMUSG00000039215	2775
ENSMUSG00000107457	1523
ENSMUSG00000121098	2534
ENSMUSG000000298161	6514
ENSMUSG00000107758	307
ENSMUSG000000298153	3777
ENSMUSG00000107990	601
ENSMUSG000000298141	8159
ENSMUSG00000130921	1223
ENSMUSG00000107727	202
ENSMUSG00000130952	444
ENSMUSG00000140585	1432
ENSMUSG00000120270	2434
ENSMUSG00000140622	561
ENSMUSG000000298172	6945
ENSMUSG00000107962	1612
ENSMUSG00000107916	565
ENSMUSG00000050786	2421
ENSMUSG00000138740	297
ENSMUSG00000138787	1334
ENSMUSG000000471156	4537
ENSMUSG000000234035	3237
ENSMUSG00000090624	824
ENSMUSG00000133129	3222
ENSMUSG00000129193	1673
ENSMUSG00000108266	746
ENSMUSG00000134094	2128
ENSMUSG00000134134	275
ENSMUSG00000135242	1654
ENSMUSG00000135283	560
ENSMUSG00000107982	273
ENSMUSG00000136891	377
ENSMUSG00000029819	566
ENSMUSG00000107664	844
ENSMUSG00000140634	574
ENSMUSG00000139000	555
ENSMUSG00000136883	2241
ENSMUSG00000125110	1446
ENSMUSG00000108071	1954
ENSMUSG00000142557	740
ENSMUSG00000131731	2106
ENSMUSG000000383885	6254
ENSMUSG000000298216	12742
ENSMUSG000000298226	9021
ENSMUSG00000123785	323
ENSMUSG00000121037	565
ENSMUSG00000077357	131
ENSMUSG00000063694	3404
ENSMUSG000000857761	9739
ENSMUSG00000099221	111
ENSMUSG00000029828	2378
ENSMUSG00000107447	372
ENSMUSG00000107418	2046
ENSMUSG00000108135	687
ENSMUSG00000107821	2044
ENSMUSG00000108016	712
ENSMUSG00000107740	660
ENSMUSG00000029831	812
ENSMUSG00000107672	1126
ENSMUSG00000107667	6192
ENSMUSG00000141818	595
ENSMUSG00000107978	5452
ENSMUSG00000107993	673
ENSMUSG00000128503	619
ENSMUSG00000136361	807
ENSMUSG00000138128	1586
ENSMUSG00000107488	966
ENSMUSG00000135586	1023
ENSMUSG00000135549	803
ENSMUSG00000108153	238
ENSMUSG00000124943	1870
ENSMUSG00000125062	961
ENSMUSG00000124978	4074
ENSMUSG00000125015	546
ENSMUSG00000128325	1889
ENSMUSG00000128397	978
ENSMUSG00000128361	2955
ENSMUSG00000128474	829
ENSMUSG00000128433	525
ENSMUSG00000131921	594
ENSMUSG00000143318	565
ENSMUSG00000126744	2000
ENSMUSG00000128062	2065
ENSMUSG00000128103	849
ENSMUSG00000128139	1231
ENSMUSG00000065505	99
ENSMUSG00000107619	3550
ENSMUSG00000120028	4471
ENSMUSG00000107660	2322
ENSMUSG00000135496	832
ENSMUSG00000108236	2606
ENSMUSG000000298327	2973
ENSMUSG000000049807	6584
ENSMUSG00000136800	622
ENSMUSG000000298366	5992
ENSMUSG00000136756	552
ENSMUSG000000383016	9300
ENSMUSG00000126022	387
ENSMUSG00000125981	375
ENSMUSG00002076122	77
ENSMUSG00000136784	1227
ENSMUSG00000108145	4082
ENSMUSG00000126500	801
ENSMUSG00000140961	539
ENSMUSG00000141462	1189
ENSMUSG00000059182	11357
ENSMUSG00000108244	2952
ENSMUSG00000141501	661
ENSMUSG00000131008	305
ENSMUSG000000854120	7995
ENSMUSG00000081979	650
ENSMUSG00000082781	269
ENSMUSG000000298440	2251
ENSMUSG00000087658	1196
ENSMUSG00002076637	125
ENSMUSG00002075344	214
ENSMUSG00002074924	102
ENSMUSG00002075580	143
ENSMUSG000000147041	1775
ENSMUSG00000101298	752
ENSMUSG00000056445	3361
ENSMUSG000000795604	6014
ENSMUSG00000087626	552
ENSMUSG00000085696	2891
ENSMUSG00000128823	1254
ENSMUSG00000056468	3697
ENSMUSG00000128789	393
ENSMUSG00000101451	2015
ENSMUSG000000009421	1594
ENSMUSG00000038253	1877
ENSMUSG000000432190	874
ENSMUSG00000038236	2876
ENSMUSG000000382276	5580
ENSMUSG00000143169	405
ENSMUSG00000134655	1056
ENSMUSG00000065443	85
ENSMUSG000000009382	3270
ENSMUSG000000382101	2287
ENSMUSG000000864270	3791
ENSMUSG00002075397	96
ENSMUSG00002075448	187
ENSMUSG00002075224	91
ENSMUSG00002076021	233
ENSMUSG00002076839	204
ENSMUSG00002076652	177
ENSMUSG00000102373	1243
ENSMUSG000000382033	2400
ENSMUSG00002076831	59
ENSMUSG00002076776	378
ENSMUSG00000055408	2879
ENSMUSG00002076186	361
ENSMUSG00002075330	171
ENSMUSG00000107463	728
ENSMUSG00000086126	3763
ENSMUSG00000005503	2877
ENSMUSG00000124723	683
ENSMUSG00000059159	213
ENSMUSG00000084282	281
ENSMUSG00000122258	346
ENSMUSG00000134004	498
ENSMUSG00000131750	537
ENSMUSG00000107895	2527
ENSMUSG000000297762	10179
ENSMUSG00000107647	2683
ENSMUSG00000107813	3745
ENSMUSG00000064792	122
ENSMUSG00000129067	563
ENSMUSG00000108170	612
ENSMUSG000000045353	9991
ENSMUSG00000108036	301
ENSMUSG000000635682	2536
ENSMUSG00000081872	593
ENSMUSG00000138185	356
ENSMUSG00000138220	361
ENSMUSG00002075761	139
ENSMUSG00000080759	540
ENSMUSG00000108028	1186
ENSMUSG00000107935	1398
ENSMUSG00000140300	622
ENSMUSG00000130161	937
ENSMUSG000000530070	25021
ENSMUSG00000119449	164
ENSMUSG00000134937	2596
ENSMUSG00000135018	328
ENSMUSG00000134976	1894
ENSMUSG00000108004	2214
ENSMUSG00000125217	679
ENSMUSG00000142909	960
ENSMUSG00000107984	757
ENSMUSG00000043496	5363
ENSMUSG00000108175	3233
ENSMUSG00000108255	2177
ENSMUSG00000143062	195
ENSMUSG00000142984	466
ENSMUSG00000119179	132
ENSMUSG00000052955	1706
ENSMUSG00000142952	779
ENSMUSG00000108060	4448
ENSMUSG000000046338	5812
ENSMUSG00000087670	1996
ENSMUSG00000080205	204
ENSMUSG00000121002	1156
ENSMUSG00000086946	3719
ENSMUSG000000730672	6519
ENSMUSG00000132986	587
ENSMUSG00000133028	405
ENSMUSG00000045725	3157
ENSMUSG00000132363	664
ENSMUSG00000125678	878
ENSMUSG00000135493	1431
ENSMUSG00000086040	7114
ENSMUSG00000108081	2886
ENSMUSG000000191241	8613
ENSMUSG000000380747	4149
ENSMUSG00000139419	587
ENSMUSG000000052256	7005
ENSMUSG00000139848	838
ENSMUSG00000101651	629
ENSMUSG000000380654	5695
ENSMUSG00000108283	412
ENSMUSG00000128966	959
ENSMUSG00000143117	583
ENSMUSG00000138982	700
ENSMUSG000000584465	6176
ENSMUSG00000107841	3307
ENSMUSG000000380585	5079
ENSMUSG00000077501	129
ENSMUSG000000027970	7745
ENSMUSG00000140441	880
ENSMUSG000000297771	3119
ENSMUSG000000034767	5115
ENSMUSG00000108285	1743
ENSMUSG00000003477	1600
ENSMUSG000000380222	4785
ENSMUSG00000133150	1484
ENSMUSG00000107766	429
ENSMUSG00002076023	101
ENSMUSG00000136302	1160
ENSMUSG00000004655	2627
ENSMUSG00000004654	3487
ENSMUSG00000108228	3694
ENSMUSG000000297783	6601
ENSMUSG00002076548	110
ENSMUSG00000128676	4858
ENSMUSG00000128720	748
ENSMUSG000000379840	2150
ENSMUSG00000108063	3593
ENSMUSG00000127391	4768
ENSMUSG00000127347	4341
ENSMUSG00000037973	3589
ENSMUSG00000002930	1757
ENSMUSG000000043478	20520
ENSMUSG00000125300	775
ENSMUSG00002076183	104
ENSMUSG00000125418	720
ENSMUSG00000125379	1171
ENSMUSG00000125463	497
ENSMUSG00000119487	132
ENSMUSG00000077682	132
ENSMUSG00000125339	1800
ENSMUSG00000091625	792
ENSMUSG000000297871	8590
ENSMUSG000000594862	4083
ENSMUSG00000108080	1607
ENSMUSG00000135660	1665
ENSMUSG00000029781	3314
ENSMUSG00000135266	626
ENSMUSG000000297805	4250
ENSMUSG00000139123	451
ENSMUSG00000108260	672
ENSMUSG00000071893	3740
ENSMUSG00000108021	2984
ENSMUSG00000090346	3393
ENSMUSG00000115701	8457
ENSMUSG00000093696	1219
ENSMUSG00000061208	1731
ENSMUSG00000091541	6778
ENSMUSG00000115181	2084
ENSMUSG00000115236	2522
ENSMUSG00000057981	6639
ENSMUSG00000093728	838
ENSMUSG00000064259	5315
ENSMUSG00000114982	7542
ENSMUSG00000115199	2021
ENSMUSG00000127725	304
ENSMUSG00000093520	629
ENSMUSG00000093621	889
ENSMUSG00000115792	5813
ENSMUSG00000115644	2236
ENSMUSG00000093535	8285
ENSMUSG00000091382	14362
ENSMUSG00000115799	2255
ENSMUSG00000115253	3709
ENSMUSG00000093398	853
ENSMUSG00000122497	925
ENSMUSG00000108112	1552
ENSMUSG00000037826	6022
ENSMUSG00000122456	1679
ENSMUSG00002076654	317
ENSMUSG000000297982	9292
ENSMUSG00000107627	253
ENSMUSG00000104204	2842
ENSMUSG00000043162	3573
ENSMUSG00000097656	217
ENSMUSG000000621903	3020
ENSMUSG000000377885	9821
ENSMUSG00000115343	1793
ENSMUSG00000107431	2727
ENSMUSG00000077717	129
ENSMUSG00000093530	502
ENSMUSG00000115091	3674
ENSMUSG00000093376	997
ENSMUSG00000093541	289
ENSMUSG00000115507	1901
ENSMUSG00000115668	1101
ENSMUSG00000107678	134
ENSMUSG00000048697	4600
ENSMUSG00000071419	438
ENSMUSG00000121370	3452
ENSMUSG00000093382	913
ENSMUSG00000121371	4630
ENSMUSG00000093666	910
ENSMUSG00000093560	1172
ENSMUSG00000107530	105
ENSMUSG00000093743	894
ENSMUSG00000093708	259
ENSMUSG00000107521	227
ENSMUSG00000093731	876
ENSMUSG00000071428	3115
ENSMUSG00000093522	926
ENSMUSG00000115705	11160
ENSMUSG00000091734	4727
ENSMUSG00000093547	369
ENSMUSG00000093702	915
ENSMUSG00000095670	2005
ENSMUSG00000107518	164
ENSMUSG00000093461	925
ENSMUSG00000107960	2917
ENSMUSG00000093747	430
ENSMUSG00000115404	2115
ENSMUSG00000093518	900
ENSMUSG00000093588	295
ENSMUSG00000093741	261
ENSMUSG000000298024	8153
ENSMUSG00000121138	1927
ENSMUSG00000108164	246
ENSMUSG000000298048	9127
ENSMUSG00000055430	1844
ENSMUSG000000377094	10505
ENSMUSG00000107439	5487
ENSMUSG00000108075	2095
ENSMUSG00000107449	1982
ENSMUSG00000118703	132
ENSMUSG00000127461	361
ENSMUSG00000107987	204
ENSMUSG00000049232	3007
ENSMUSG00000142146	607
ENSMUSG00000142185	1505
ENSMUSG00000045441	8339
ENSMUSG00000142474	293
ENSMUSG00000130770	837
ENSMUSG00000125041	1267
ENSMUSG00001118660	129
ENSMUSG00000108110	773
ENSMUSG000000730450	2529
ENSMUSG00000119172	129
ENSMUSG00000141014	1602
ENSMUSG00000064515	119
ENSMUSG000000467640	5300
ENSMUSG00000107863	182
ENSMUSG00000108192	341
ENSMUSG00000108003	1730
ENSMUSG00000131838	376
ENSMUSG00000131569	753
ENSMUSG00000137047	523
ENSMUSG000000258894	2703
ENSMUSG00000107755	1093
ENSMUSG00000108168	4028
ENSMUSG00000108262	525
ENSMUSG00000130732	883
ENSMUSG000000546411	5868
ENSMUSG00000108098	886
ENSMUSG00000108299	265
ENSMUSG00000108087	437
ENSMUSG00000097924	5738
ENSMUSG00000107652	688
ENSMUSG00000126460	265
ENSMUSG000000395788	9635
ENSMUSG00000124871	355
ENSMUSG00000107757	424
ENSMUSG00000126535	601
ENSMUSG00000108246	2032
ENSMUSG00000138897	486
ENSMUSG00000107590	309
ENSMUSG00000107908	855
ENSMUSG00000124895	506
ENSMUSG00000108160	1132
ENSMUSG00000107957	237
ENSMUSG00000108174	258
ENSMUSG00000108007	526
ENSMUSG00000107854	331
ENSMUSG00000121379	3208
ENSMUSG00000107708	789
ENSMUSG00000107484	691
ENSMUSG00000088721	106
ENSMUSG00000108242	5506
ENSMUSG000000714241	19172
ENSMUSG00000107525	853
ENSMUSG00000132061	375
ENSMUSG00000139251	335
ENSMUSG00000122749	685
ENSMUSG00000108068	216
ENSMUSG00000107864	383
ENSMUSG00000107700	165
ENSMUSG00000064775	103
ENSMUSG00000134439	2739
ENSMUSG00000073043	2121
ENSMUSG00000107424	670
ENSMUSG00000107783	889
ENSMUSG00000133202	1260
ENSMUSG00000086176	562
ENSMUSG00000133245	396
ENSMUSG00000124729	434
ENSMUSG000000299200	13322
ENSMUSG00000029919	6425
ENSMUSG00000090939	432
ENSMUSG00000107968	229
