Geneid	Length
ENSMUSG00000080827	228
ENSMUSG00000083298	940
ENSMUSG00000031471	287
ENSMUSG00000086725	2306
ENSMUSG00000083449	864
ENSMUSG00000123907	896
ENSMUSG00000087537	653
ENSMUSG00000143702	398
ENSMUSG000000204676	2015.56
ENSMUSG00000106400	69
ENSMUSG00000106202	2647
ENSMUSG00000133476	587.429
ENSMUSG00000121246	1459
ENSMUSG00000083201	1883
ENSMUSG00000127759	1198
ENSMUSG00000080987	524
ENSMUSG00000082294	715
ENSMUSG00000082038	469
ENSMUSG000000219506	1880
ENSMUSG000000067152	956.448
ENSMUSG000000640905	1889
ENSMUSG000000040180	2019.81
ENSMUSG000000302562	6133
ENSMUSG00000119883	164
ENSMUSG00000115115	78
ENSMUSG000000392305	3385.84
ENSMUSG00000115135	481
ENSMUSG00000111893	554
ENSMUSG00000127316	747.5
ENSMUSG00000134792	436
ENSMUSG000000303065	8323.09
ENSMUSG00000143867	642
ENSMUSG00000103847	519
ENSMUSG00000139515	639
ENSMUSG000000330159	1116.85
ENSMUSG00000064829	74
ENSMUSG00000133119	282
ENSMUSG00000121624	563
ENSMUSG00000132412	636.5
ENSMUSG00000136481	502.667
ENSMUSG00000107140	695
ENSMUSG00000087145	609.848
ENSMUSG00000128921	414
ENSMUSG00000097552	412
ENSMUSG00000138806	901
ENSMUSG00000110889	1865
ENSMUSG00000127712	456.4
ENSMUSG000000264685	3221
ENSMUSG00000138850	487
ENSMUSG00000125668	698
ENSMUSG00000122698	497
ENSMUSG00000120167	332
ENSMUSG00000086608	1074.33
ENSMUSG00000122739	473
ENSMUSG00000141362	1657
ENSMUSG00000112110	1587.23
ENSMUSG00000086117	724.5
ENSMUSG00000120674	1470
ENSMUSG000000247672	1711.06
ENSMUSG00000086612	1016
ENSMUSG00000140866	716
ENSMUSG00000142227	385
ENSMUSG00002075350	116
ENSMUSG00000084769	330
ENSMUSG00002075124	145
ENSMUSG00000072660	1270.41
ENSMUSG00000127870	534
ENSMUSG00000129699	885
ENSMUSG00000119241	107
ENSMUSG00000140879	515
ENSMUSG00000085415	785
ENSMUSG000000202864	959.6
ENSMUSG00000106362	91
ENSMUSG00000067586	4463
ENSMUSG00000032397	947.521
ENSMUSG000000202884	1838.8
ENSMUSG000000343008	4250.86
ENSMUSG000000202906	4519.07
ENSMUSG00002075325	100
ENSMUSG00000096840	1798.4
ENSMUSG00000120633	1304
ENSMUSG00000135119	392
ENSMUSG00000135158	848
ENSMUSG00000135206	517
ENSMUSG000000729555	816
ENSMUSG000000077391	1689.67
ENSMUSG00000135871	182
ENSMUSG000000516502	2812.04
ENSMUSG000000392086	1401
ENSMUSG00000085979	839
ENSMUSG00000136123	485
ENSMUSG00000136085	1182.78
ENSMUSG00000107855	825
ENSMUSG00000086256	1113
ENSMUSG00000135854	316
ENSMUSG00000126959	500
ENSMUSG00000134721	625
ENSMUSG000000197314	4383
ENSMUSG00000126571	524
ENSMUSG00000087369	3976
ENSMUSG00000134675	787
ENSMUSG00000123869	1454
ENSMUSG00000111506	111
ENSMUSG000000059176	2844.98
ENSMUSG00000128517	894.75
ENSMUSG00000074170	5263
ENSMUSG00000144107	419
ENSMUSG00002076145	89
ENSMUSG00000084412	213
ENSMUSG00000142159	1371
ENSMUSG00000130618	725
ENSMUSG00000081868	180
ENSMUSG000000271306	5201.23
ENSMUSG00000110059	728
ENSMUSG000000201286	4212.35
ENSMUSG00000126518	537.2
ENSMUSG00000086474	669
ENSMUSG00002074968	124
ENSMUSG00000082898	602
ENSMUSG00000143830	770
ENSMUSG00000126572	1383
ENSMUSG00000037660	1411
ENSMUSG000000201344	3467.88
ENSMUSG00000136330	957
ENSMUSG000000374008	2893.09
ENSMUSG00000123303	416
ENSMUSG000000219472	1469.41
ENSMUSG000000160874	3318
ENSMUSG00000143036	1059.95
ENSMUSG00000126900	555
ENSMUSG00000137884	413
ENSMUSG00000128502	537.333
ENSMUSG00000028310	3026
ENSMUSG00000126930	406
ENSMUSG00000059412	644.341
ENSMUSG00000136708	598
ENSMUSG00000083961	207
ENSMUSG00000082157	207
ENSMUSG00000107291	326
ENSMUSG00000103400	2517
ENSMUSG00000129234	903.626
ENSMUSG00000084114	305
ENSMUSG00000084252	530
ENSMUSG000000496596	3641.98
ENSMUSG000000498004	3249.78
ENSMUSG00000046450	2077.67
ENSMUSG00000139559	357
ENSMUSG00000093270	78
ENSMUSG00000131865	897
ENSMUSG00000141258	952
ENSMUSG00000126368	711
ENSMUSG00000123939	2142
ENSMUSG00000138518	757
ENSMUSG00000121213	892
ENSMUSG00000078494	1566.06
ENSMUSG00000124387	497
ENSMUSG00000130489	535.777
ENSMUSG00000127302	867
ENSMUSG00000127260	448.2
ENSMUSG00000137485	331
ENSMUSG000000201423	3890.36
ENSMUSG00000082351	942
ENSMUSG00000084442	103
ENSMUSG00000087460	983.5
ENSMUSG00000085035	570.559
ENSMUSG00000096119	1386
ENSMUSG00000133653	499.5
ENSMUSG00000133728	667
ENSMUSG00000133692	719
ENSMUSG00000133616	519.25
ENSMUSG00000082175	354
ENSMUSG00000082732	468
ENSMUSG00000081820	832
ENSMUSG000000264043	2118.65
ENSMUSG00000141767	528.6
ENSMUSG00000089210	144
ENSMUSG000000205465	4092.51
ENSMUSG00000086911	714.6
ENSMUSG00000127610	555
ENSMUSG00000136889	257
ENSMUSG00000140409	706
ENSMUSG00000083939	1542
ENSMUSG00000104616	463
ENSMUSG00000081054	144
ENSMUSG00000117141	1882
ENSMUSG000000350215	5788
ENSMUSG00000130008	335
ENSMUSG00000135601	589
ENSMUSG00000084085	898
ENSMUSG00000039199	1959.85
ENSMUSG00000103828	867
ENSMUSG00000104244	1580
ENSMUSG000000201609	3183.81
ENSMUSG00000087434	2187
ENSMUSG00000085743	1290.04
ENSMUSG00000082852	1746
ENSMUSG000000003786	1684.19
ENSMUSG00000102178	595
ENSMUSG00000081302	2042
ENSMUSG00000129938	1806.5
ENSMUSG00000131295	676
ENSMUSG00000080826	532
ENSMUSG00000137912	533
ENSMUSG00000113000	458
ENSMUSG00000046518	886
ENSMUSG00000084413	1003
ENSMUSG00000103293	622
ENSMUSG00000129967	953
ENSMUSG00000141123	1287.5
ENSMUSG00000135299	1019
ENSMUSG000000226364	5773.04
ENSMUSG00002075230	324
ENSMUSG00000062873	3317
ENSMUSG00000126675	815
ENSMUSG00000122668	277
ENSMUSG00000120654	770
ENSMUSG000000295059	6088.58
ENSMUSG00000126097	666
ENSMUSG00000117432	459.111
ENSMUSG00000126058	916
ENSMUSG000000177766	3554.79
ENSMUSG00000082797	843
ENSMUSG00000020116	1544
ENSMUSG00000138669	264
ENSMUSG00000082099	155
ENSMUSG00000141519	673.125
ENSMUSG00000044966	2117
ENSMUSG00000082848	671
ENSMUSG000000241608	1820.73
ENSMUSG000000870600	955.252
ENSMUSG00000121607	2848.63
ENSMUSG000000201227	3781.34
ENSMUSG00000019832	2149
ENSMUSG00000081332	913
ENSMUSG00000087388	2914
ENSMUSG00000101316	958
ENSMUSG00000084347	1449
ENSMUSG00000118347	2375
ENSMUSG00000137150	414
ENSMUSG000000789741	1063.86
ENSMUSG00000083925	1066
ENSMUSG00000130833	516
ENSMUSG00000112004	487
ENSMUSG000000488347	2130.32
ENSMUSG00000082410	618
ENSMUSG00000119139	119
ENSMUSG000000609503	1832.32
ENSMUSG00000104323	636
ENSMUSG000000789061	1391
ENSMUSG00000137644	343
ENSMUSG00000128403	752
ENSMUSG000000357450	1637
ENSMUSG00000083292	2017
ENSMUSG00000084183	1100
ENSMUSG000000261214	3780.15
ENSMUSG00000029048	1612.15
ENSMUSG000000324104	7450.2
ENSMUSG00000128133	757
ENSMUSG00000139714	445
ENSMUSG00000080734	403
ENSMUSG00000138468	639.111
ENSMUSG00000096937	1383.43
ENSMUSG00000139755	522
ENSMUSG00000098211	1428
ENSMUSG00000122314	372.5
ENSMUSG00000089034	141
ENSMUSG00000136946	681
ENSMUSG00002075111	90
ENSMUSG00000083527	913
ENSMUSG00000079566	1015
ENSMUSG00002076130	108
ENSMUSG00000128899	1103.4
ENSMUSG00000131101	222
ENSMUSG00000087990	128
ENSMUSG000000791732	16451
ENSMUSG00000134753	350
ENSMUSG000000202464	2827.53
ENSMUSG000000186549	4431.18
ENSMUSG00000062511	723.5
ENSMUSG00000142734	411
ENSMUSG00000061065	509
ENSMUSG00000087452	716.1
ENSMUSG00000083364	393
ENSMUSG00000097957	983
ENSMUSG00000142686	584
ENSMUSG00000043165	1779
ENSMUSG00000064766	128
ENSMUSG00002076988	130
ENSMUSG00000136886	1026
ENSMUSG00000139140	427
ENSMUSG00000139102	773
ENSMUSG000000046685	6818.67
ENSMUSG00000114975	106
ENSMUSG00000040978	2400
ENSMUSG00000087802	138
ENSMUSG000000204132	2951.88
ENSMUSG00000082095	1074
ENSMUSG00000135390	734.714
ENSMUSG00000126257	1205
ENSMUSG00002076021	233
ENSMUSG000000052375	3161.49
ENSMUSG00000134897	532
ENSMUSG00000064900	131
ENSMUSG000000396485	1915.18
ENSMUSG00000125649	433
ENSMUSG00000099876	742
ENSMUSG00000082459	1069
ENSMUSG00000104625	2644
ENSMUSG00000098853	62
ENSMUSG00000124521	1011
ENSMUSG00000129561	392
ENSMUSG00000141987	410
ENSMUSG00000071113	1836
ENSMUSG00000133997	417.5
ENSMUSG00000042510	2925.97
ENSMUSG000000204272	2421
ENSMUSG00000020429	1525
ENSMUSG00000133970	620
ENSMUSG00000132382	539.222
ENSMUSG00000121249	1086
ENSMUSG00000109929	370
ENSMUSG000000354376	4649.02
ENSMUSG00000123332	2959
ENSMUSG00000143040	304
ENSMUSG00000129612	581.5
ENSMUSG00000122774	477.5
ENSMUSG00000120486	1396
ENSMUSG00000082333	766
ENSMUSG00000093890	918
ENSMUSG00000082897	314
ENSMUSG00000103329	2915
ENSMUSG00000079108	2317
ENSMUSG00000082579	743
ENSMUSG00000134449	335.5
ENSMUSG00000080833	295
ENSMUSG00000086808	845.143
ENSMUSG00000114863	1038
ENSMUSG00000121755	1188
ENSMUSG000000003811	659.333
ENSMUSG00000084231	481
ENSMUSG00000142023	472
ENSMUSG00000088688	89
ENSMUSG00000130499	484
ENSMUSG00000139720	497.667
ENSMUSG00000064513	133
ENSMUSG00000085628	871.726
ENSMUSG000000851561	747.371
ENSMUSG00000084280	389
ENSMUSG000000451934	1294.76
ENSMUSG00000079988	320
ENSMUSG000000423062	1035
ENSMUSG000000411267	968.587
ENSMUSG00000060070	372
ENSMUSG00000056305	2244
ENSMUSG00000122294	521
ENSMUSG00000122248	600
ENSMUSG00000126361	932
ENSMUSG00000125961	1706
ENSMUSG00000087020	941.482
ENSMUSG000000204568	3908.11
ENSMUSG00000125843	988
ENSMUSG00000095110	590
ENSMUSG00000046618	5579
ENSMUSG000000043943	1757.26
ENSMUSG00000143655	818
ENSMUSG000000043931	1837.33
ENSMUSG00000020447	4467
ENSMUSG00000083022	393
ENSMUSG00000133168	776
ENSMUSG00002076535	169
ENSMUSG000000391913	5420.04
ENSMUSG00000112175	829.5
ENSMUSG00000141119	462.833
ENSMUSG000000578976	3923.43
ENSMUSG00000144147	1204
ENSMUSG00000138121	422
ENSMUSG00000084819	1515
ENSMUSG00000129437	1872.47
ENSMUSG000000417986	1805.63
ENSMUSG00000080904	87
ENSMUSG00000121496	1081.93
ENSMUSG00000123599	783.5
ENSMUSG000000204771	685.737
ENSMUSG00000077304	130
ENSMUSG00000140105	1503
ENSMUSG00000132741	284
ENSMUSG00000143033	670
ENSMUSG00000139555	485
ENSMUSG00000020482	3372
ENSMUSG000000228214	1141.4
ENSMUSG00000059887	2803
ENSMUSG00000127314	462
ENSMUSG00000120225	880
ENSMUSG00000122750	691
ENSMUSG000000218710	750
ENSMUSG00000122074	512.874
ENSMUSG000000203937	4816.42
ENSMUSG00000135348	370.5
ENSMUSG00000085469	375
ENSMUSG000000341754	1714.75
ENSMUSG00000096111	666
ENSMUSG00002076930	104
ENSMUSG000000090908	3737.04
ENSMUSG00000135692	240
ENSMUSG00000125646	900
ENSMUSG00000130437	612
ENSMUSG000000064236	3346.14
ENSMUSG00000122109	749.571
ENSMUSG00000122069	439
ENSMUSG00000101071	693
ENSMUSG00000099683	420
ENSMUSG00000110826	1445
ENSMUSG00000020396	3994
ENSMUSG00002074929	106
ENSMUSG00000135386	345
ENSMUSG00000112778	1482.5
ENSMUSG00000084381	494
ENSMUSG00000109370	2927
ENSMUSG000000342742	1977.17
ENSMUSG00000043329	480
ENSMUSG000000342856	1784.35
ENSMUSG00000135003	384
ENSMUSG00000096231	92
ENSMUSG00000134965	351
ENSMUSG00000136924	1084
ENSMUSG00000138079	431.333
ENSMUSG000000090761	792
ENSMUSG00000138116	487.599
ENSMUSG000000562883	506
ENSMUSG000000228429	2693.55
ENSMUSG00000081974	925
ENSMUSG000000204192	1915
ENSMUSG00000085512	1083.44
ENSMUSG00000058755	2272
ENSMUSG000000273125	8542.11
ENSMUSG00000127794	593.9
ENSMUSG00000135417	616.5
ENSMUSG00000085561	535
ENSMUSG000000344124	1890.59
ENSMUSG000000021292	4792.4
ENSMUSG000000096474	2865.21
ENSMUSG00000093080	83
ENSMUSG00000117047	640
ENSMUSG00000082714	301
ENSMUSG000000035815	1615.17
ENSMUSG00000083838	779
ENSMUSG000000280866	2856.21
ENSMUSG00000091534	428
ENSMUSG00000090699	474
ENSMUSG00000121637	435.5
ENSMUSG00000133247	381
ENSMUSG00000068200	477
ENSMUSG00000130315	625.8
ENSMUSG00000114255	1269
ENSMUSG00000142379	391
ENSMUSG00000082364	470
ENSMUSG000000035854	2391.63
ENSMUSG00000076918	59
ENSMUSG000000549864	2686
ENSMUSG00000084170	349
ENSMUSG00000126749	1059
ENSMUSG00000048807	3059
ENSMUSG00000020434	2590
ENSMUSG00000084077	821
ENSMUSG00000019027	4002.73
ENSMUSG00000132821	779
ENSMUSG00000131104	2661
ENSMUSG000000092465	2423
ENSMUSG00000132588	1197
ENSMUSG00000123446	437
ENSMUSG00000076557	334
ENSMUSG00000123529	777
ENSMUSG00000130818	872
ENSMUSG00000083015	508
ENSMUSG000000345436	5215.83
ENSMUSG00000123541	516
ENSMUSG00002075685	147
ENSMUSG00002076847	88
ENSMUSG00000143548	1094
ENSMUSG00000139248	600
ENSMUSG00000126218	329
ENSMUSG00002076556	236
ENSMUSG00000084310	838
ENSMUSG00002076110	66
ENSMUSG00000084211	372
ENSMUSG00000113047	2458.78
ENSMUSG00000122412	574.533
ENSMUSG00000102513	696
ENSMUSG00000103728	3451
ENSMUSG000000757021	712.77
ENSMUSG00000132190	1006
ENSMUSG000000345703	3300.13
ENSMUSG000000345871	1541.7
ENSMUSG00000080428	126
ENSMUSG00000139184	755
ENSMUSG00000140750	675
ENSMUSG000000184259	3813
ENSMUSG00000082658	371
ENSMUSG00000124738	440.667
ENSMUSG00000086049	651
ENSMUSG00000020723	3500
ENSMUSG000000204574	1499.3
ENSMUSG00000124712	1123
ENSMUSG00000081208	1214
ENSMUSG00000143030	851
ENSMUSG00000142993	1858
ENSMUSG00000081881	2075
ENSMUSG00000043789	1212.74
ENSMUSG00000084012	512
ENSMUSG000000237649	3157
ENSMUSG00000140867	507
ENSMUSG000000822864	1235
ENSMUSG00000121500	2317.77
ENSMUSG00000133203	1823
ENSMUSG00000112195	400
ENSMUSG00000129753	934.489
ENSMUSG00000082691	342
ENSMUSG00000091511	3333
ENSMUSG00000113572	1078
ENSMUSG00000112712	1099
ENSMUSG00000104375	1498
ENSMUSG00000134157	706.5
ENSMUSG00000040540	811
ENSMUSG00000076500	359
ENSMUSG000000348331	1337.67
ENSMUSG00000131790	1226.67
ENSMUSG00000045559	5911.33
ENSMUSG000000309458	1491.3
ENSMUSG00000081376	159
ENSMUSG00000058084	2450.33
ENSMUSG00000142680	495
ENSMUSG00000108253	752
ENSMUSG00000044897	1618.33
ENSMUSG00000107423	189
ENSMUSG00000143767	327
ENSMUSG00000122360	394
ENSMUSG00000107399	944
ENSMUSG00000131384	838
ENSMUSG00000063173	1931.5
ENSMUSG00000127327	510
ENSMUSG00000112718	360
ENSMUSG00000116093	1240
ENSMUSG00000108114	2385.5
ENSMUSG000000265360	1785
ENSMUSG00000107615	895
ENSMUSG00000111273	4328
ENSMUSG00000126554	375
ENSMUSG00000101376	301
ENSMUSG00000049217	2841.5
ENSMUSG00000096497	2948.5
ENSMUSG00000123266	417
ENSMUSG00000095696	1881.5
ENSMUSG000000555410	2204.33
ENSMUSG00000094347	3119
ENSMUSG00000049573	1967.5
ENSMUSG00000077280	134
ENSMUSG00000072574	462
ENSMUSG00000062914	3171.5
ENSMUSG00000095483	2219
ENSMUSG00000129319	580
ENSMUSG00000115607	634
ENSMUSG00000096220	3598
ENSMUSG00000103812	853.333
ENSMUSG00000096229	1429
ENSMUSG00000024286	1945.89
ENSMUSG00000116975	1563.12
ENSMUSG00000077687	131
ENSMUSG00000096000	936
ENSMUSG00000107662	1979.5
ENSMUSG00000082776	1416
ENSMUSG00000142064	451
ENSMUSG00000047868	1424.5
ENSMUSG00000107648	2854
ENSMUSG00000130965	347.5
ENSMUSG00000097691	743
ENSMUSG00000054325	549
ENSMUSG000000513559	658.033
ENSMUSG00000126131	384
ENSMUSG00000088768	100
ENSMUSG00000090247	547.409
ENSMUSG000000157493	3107.75
ENSMUSG000000253506	962.332
ENSMUSG00000134998	779.667
ENSMUSG00000025354	2870.93
ENSMUSG00000108218	934
ENSMUSG000000640306	1151.12
ENSMUSG00000098474	62
ENSMUSG00000123815	381
ENSMUSG00000077172	132
ENSMUSG00000120252	796.889
ENSMUSG00000096719	1249.5
ENSMUSG00000120220	1794
ENSMUSG00000123613	277
ENSMUSG00000139568	712.6
ENSMUSG00000025362	625.491
ENSMUSG00000082778	1000
ENSMUSG000000208912	2367.98
ENSMUSG00000098592	61
ENSMUSG00000122494	1077
ENSMUSG00000115202	775
ENSMUSG00002076354	119
ENSMUSG00000123730	611.5
ENSMUSG00000073862	1155
ENSMUSG00000047545	1982.33
ENSMUSG00000100548	591.333
ENSMUSG00000140410	117
ENSMUSG00000119994	1581.48
ENSMUSG00000094672	5726
ENSMUSG000000539304	7252
ENSMUSG00000090841	679.184
ENSMUSG00000098957	89
ENSMUSG000000253744	1109.19
ENSMUSG000000310706	2087
ENSMUSG000000144980	6142.08
ENSMUSG00000063386	2888
ENSMUSG00000005683	2926.46
ENSMUSG000000363771	5531.16
ENSMUSG00000131637	307
ENSMUSG00000025381	828.222
ENSMUSG00000135167	273
ENSMUSG00000064948	106
ENSMUSG00000115014	432
ENSMUSG00000113393	1723
ENSMUSG000000400338	3529.08
ENSMUSG00000047631	1594
ENSMUSG00000051716	1572
ENSMUSG00000126557	889
ENSMUSG000000399946	2764.29
ENSMUSG00000086909	1626
ENSMUSG00000125085	405.333
ENSMUSG00000025389	2144
ENSMUSG00000098333	238
ENSMUSG000000602062	10465
ENSMUSG000000513460	1583
ENSMUSG00000118550	1524
ENSMUSG00000112553	355
ENSMUSG00000123350	1333.67
ENSMUSG000000400438	1997.62
ENSMUSG00002075374	72
ENSMUSG00000088071	104
ENSMUSG000000258129	3585.21
ENSMUSG00000104755	78
ENSMUSG00000100753	689
ENSMUSG00000064778	74
ENSMUSG000000253933	1630.75
ENSMUSG00000123132	345
ENSMUSG00000112877	304
ENSMUSG00000128753	776
ENSMUSG000000698443	2189.35
ENSMUSG000000401274	2575
ENSMUSG00000040134	901
ENSMUSG00000133391	522
ENSMUSG00000074639	1265
ENSMUSG00000082515	322
ENSMUSG00000069456	3228.46
ENSMUSG000000229970	2378
ENSMUSG00000031891	1840
ENSMUSG00000085731	1232
ENSMUSG000000021479	3461.64
ENSMUSG00000031645	1427
ENSMUSG00000112696	475
ENSMUSG00000140628	619
ENSMUSG00000135016	631
ENSMUSG00000120065	708.333
ENSMUSG00000130662	1353
ENSMUSG000000373490	1001.65
ENSMUSG00000086499	616
ENSMUSG000000402496	7008.13
ENSMUSG00000093408	57
ENSMUSG00000108676	845.5
ENSMUSG000000402801	934
ENSMUSG00000124054	640
ENSMUSG00000089369	109
ENSMUSG00000104921	216
ENSMUSG00000081517	1897
ENSMUSG00000086666	467.667
ENSMUSG00000006587	1628
ENSMUSG000000254046	3136.07
ENSMUSG00000099717	604
ENSMUSG00000112407	723.25
ENSMUSG000000199066	2221.11
ENSMUSG00000116429	105
ENSMUSG00000092593	359
ENSMUSG00000025417	3292.18
ENSMUSG000000404156	1949.81
ENSMUSG000000194676	2339.27
ENSMUSG00000126450	689.6
ENSMUSG00000142880	1416.61
ENSMUSG00000064775	103
ENSMUSG00000088672	89
ENSMUSG000000005307	2097.42
ENSMUSG00000110564	2876
ENSMUSG00000136821	525
ENSMUSG00000112363	649
ENSMUSG00000111821	2173
ENSMUSG000000404624	2507.61
ENSMUSG000000212246	2570.07
ENSMUSG000000067360	1535.51
ENSMUSG000000067283	1045.86
ENSMUSG00000104108	1591
ENSMUSG00000040502	3037
ENSMUSG00000123936	263
ENSMUSG000000067325	1251.56
ENSMUSG00000080115	2719
ENSMUSG00000065430	84
ENSMUSG00000120399	1440
ENSMUSG00000135809	393
ENSMUSG00000112035	757.377
ENSMUSG000000206567	3204.8
ENSMUSG000000209014	4370
ENSMUSG00000128673	427
ENSMUSG00000020295	604
ENSMUSG000000299176	2196.48
ENSMUSG00000128639	653.5
ENSMUSG00000112423	796
ENSMUSG00000089550	127
ENSMUSG00000141267	690
ENSMUSG00000112492	709
ENSMUSG00000122966	1020
ENSMUSG00000120721	762
ENSMUSG00002076017	110
ENSMUSG00000112387	606.2
ENSMUSG00000136213	748
ENSMUSG000000301040	5817
ENSMUSG000000171191	3945.11
ENSMUSG00000136291	338
ENSMUSG00000089408	270
ENSMUSG00000136253	567
ENSMUSG00000136177	1330.65
ENSMUSG00002075715	73
ENSMUSG00000111845	426
ENSMUSG000000201050	4016
ENSMUSG00000126851	491
ENSMUSG00000135459	542
ENSMUSG00000135381	619
ENSMUSG00000135422	457.25
ENSMUSG00000125302	546.86
ENSMUSG00000087028	2646
ENSMUSG00000060499	1023
ENSMUSG00000129240	1176
ENSMUSG00000111943	2469
ENSMUSG00000120699	813.56
ENSMUSG00000109803	577
ENSMUSG000000201026	3138.54
ENSMUSG00000084105	321
ENSMUSG00000142295	837.5
ENSMUSG00000121382	9812
ENSMUSG00000142211	635
ENSMUSG00000112364	942
ENSMUSG00000112250	567
ENSMUSG00000111945	1246
ENSMUSG000000048967	2348.1
ENSMUSG00000141008	300.5
ENSMUSG00000129256	361
ENSMUSG00000123067	418
ENSMUSG00000103499	1973
ENSMUSG00000123029	590
ENSMUSG00000112294	823
ENSMUSG000000422545	4153
ENSMUSG00000098881	71
ENSMUSG00000112879	361
ENSMUSG00000088134	116
ENSMUSG000000201241	3564.25
ENSMUSG00002076306	95
ENSMUSG000000346026	4801.91
ENSMUSG00000111008	1932.5
ENSMUSG00000065406	85
ENSMUSG00000121658	758
ENSMUSG00000093246	88
ENSMUSG00000096254	1079
ENSMUSG000000346133	6326.16
ENSMUSG00000125426	886.5
ENSMUSG00000125181	461
ENSMUSG00000018446	1175.31
ENSMUSG00000129462	1243
ENSMUSG00000129425	801
ENSMUSG00000122198	1112
ENSMUSG00000112904	439
ENSMUSG00000127070	941
ENSMUSG000000015086	1465
ENSMUSG00000132126	904
ENSMUSG00000111952	995.769
ENSMUSG00000139144	641.2
ENSMUSG000000346208	1459.61
ENSMUSG000000394141	5519.28
ENSMUSG00000115140	980
ENSMUSG00000112815	211
ENSMUSG00000111973	316
ENSMUSG000000377507	3069.82
ENSMUSG00000112184	679
ENSMUSG00000139877	411.5
ENSMUSG00000077539	130
ENSMUSG00000112596	3041
ENSMUSG00000105140	2789
ENSMUSG000000201216	7711
ENSMUSG00000112526	467.714
ENSMUSG00000123633	860
ENSMUSG00000094125	1612.5
ENSMUSG00000144076	385
ENSMUSG00000020115	2602.84
ENSMUSG00000096803	1301
ENSMUSG00000111926	1012.29
ENSMUSG00000131652	979
ENSMUSG00000025795	3522
ENSMUSG00000112871	707.5
ENSMUSG00000135193	1142
ENSMUSG00000103305	632
ENSMUSG00000001056	903.963
ENSMUSG000000510488	2361
ENSMUSG00000135319	435.667
ENSMUSG00000097244	701
ENSMUSG00000140584	573
ENSMUSG00000124282	763
ENSMUSG00000112780	1260
ENSMUSG00000124275	840.75
ENSMUSG00000112192	367
ENSMUSG00000128086	484.333
ENSMUSG00002075902	125
ENSMUSG00000113442	199
ENSMUSG00000082936	787
ENSMUSG000000268317	812
ENSMUSG00000129629	303.5
ENSMUSG00000086522	2475
ENSMUSG00000100865	473
ENSMUSG00000116081	2448
ENSMUSG00000087480	2982
ENSMUSG00000102191	979.917
ENSMUSG00000086444	271
ENSMUSG00000133617	558
ENSMUSG00000139512	1139
ENSMUSG00000120118	752.68
ENSMUSG00000111907	944.045
ENSMUSG00000103017	461
ENSMUSG00000114596	490
ENSMUSG00000087256	3321
ENSMUSG00000113476	2458
ENSMUSG00000099947	253
ENSMUSG00000136480	708.1
ENSMUSG00000112716	874.692
ENSMUSG00000129385	1257.67
ENSMUSG00000141585	398
ENSMUSG00000130313	340
ENSMUSG00000137387	995.25
ENSMUSG00000130280	696
ENSMUSG00000135894	590.5
ENSMUSG00000126915	895.143
ENSMUSG00000076448	120
ENSMUSG00000090191	1539
ENSMUSG000000567585	3710
ENSMUSG00000126992	313
ENSMUSG00000124769	823
ENSMUSG00000109341	1222
ENSMUSG00000102382	317
ENSMUSG00000112672	195
ENSMUSG00000138820	729
ENSMUSG00000086148	1359
ENSMUSG00000143567	395
ENSMUSG00000118374	583
ENSMUSG00000139867	753
ENSMUSG00000141346	567.5
ENSMUSG000000202251	887.605
ENSMUSG00000124250	440.667
ENSMUSG00000128150	998
ENSMUSG00000137233	688
ENSMUSG00000100054	525
ENSMUSG000000346749	2560.21
ENSMUSG00000112894	597
ENSMUSG00000137152	832
ENSMUSG00000119132	141
ENSMUSG000000171329	3103.4
ENSMUSG00000139208	366
ENSMUSG00000129926	397
ENSMUSG000000202282	2957.81
ENSMUSG00000112300	1545
ENSMUSG00000124398	392.75
ENSMUSG00000088001	106
ENSMUSG00000124623	1043.67
ENSMUSG00000112106	2332
ENSMUSG00000090701	434
ENSMUSG00000112555	976
ENSMUSG000000423314	4058.8
ENSMUSG000000533102	1096.68
ENSMUSG00000112243	621
ENSMUSG00000112741	2172
ENSMUSG00000085592	574
ENSMUSG00000085454	1710.17
ENSMUSG00000133394	436
ENSMUSG000000518904	1758.58
ENSMUSG00000125535	1035
ENSMUSG00000112161	1248.46
ENSMUSG00000100877	676
ENSMUSG00000137619	1004
ENSMUSG00000137655	501.5
ENSMUSG00000026579	7430
ENSMUSG00000136782	1106.5
ENSMUSG000000042965	1902.5
ENSMUSG00000129309	484
ENSMUSG00002075455	110
ENSMUSG00000109122	3872
ENSMUSG000000286300	6129
ENSMUSG00000120121	740.467
ENSMUSG00000134816	604
ENSMUSG000000311972	1564.58
ENSMUSG000000189202	1950.2
ENSMUSG00000100841	2578
ENSMUSG00000142538	359
ENSMUSG00000120768	760.032
ENSMUSG00000112198	960.75
ENSMUSG00000095187	2945
ENSMUSG00000136258	784.667
ENSMUSG00000124371	1322.5
ENSMUSG00000133947	746.667
ENSMUSG00000132445	471
ENSMUSG00000138902	423
ENSMUSG00000112029	520.5
ENSMUSG00000106631	3445
ENSMUSG00000124051	532
ENSMUSG00000111329	1900
ENSMUSG00000134595	1065
ENSMUSG00000112495	2409
ENSMUSG00000099449	578.5
ENSMUSG00000143104	439
ENSMUSG00000112781	2409
ENSMUSG00000113036	478
ENSMUSG00000112561	1697
ENSMUSG00000124132	352
ENSMUSG00000112614	2410
ENSMUSG00000117096	1025.17
ENSMUSG000000412610	3853
